pk,symbol,name,name_a
7102,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),seagate
6205,QSR,Restaurant Brands International Inc,"restaurant,brands"
917,BBY,Best Buy Co,"best,buy"
3995,IP,International Paper Company,"international,paper"
8064,WPM,Wheaton Precious Metals Corp Common Shares (Canada),"wheaton,precious"
2168,DGX,Quest Diagnostics Incorporated,"quest,diagnostics"
6671,SEDG,SolarEdge Technologies Inc,solaredge
7152,SWKS,Skyworks Solutions Inc,skyworks
1828,COO,The Cooper Companies Inc,"the,cooper"
1760,CNHI,CNH Industrial N,cnh
735,ATO,Atmos Energy Corporation,"atmos,energy"
7267,TECK,Teck Resources Ltd Ordinary Shares,"teck,resources"
5986,POOL,Pool Corporation,"pool,corporation"
8061,WPC,W,[]
6526,RYAAY,Ryanair Holdings plc,ryanair
4972,MRO,Marathon Oil Corporation,"marathon,oil"
7623,UI,Ubiquiti Inc,ubiquiti
7944,WAB,Westinghouse Air Brake Technologies Corporation,"westinghouse,air"
2782,FDS,FactSet Research Systems Inc,"factset,research"
1053,BIO,Bio-Rad Laboratories Inc,bio-rad
3836,IEP,Icahn Enterprises L,"icahn,enterprises"
2709,EXPE,Expedia Group Inc,expedia
3733,HUBS,HubSpot Inc,hubspot
4279,KMX,CarMax Inc,carmax
7454,TRMB,Trimble Inc,trimble
7038,SSNC,SS&C Technologies Holdings Inc,ss&c
1809,COIN,Coinbase Global Inc,coinbase
7815,VIV,Telefonica Brasil S,"telefonica,brasil"
8222,ZI,ZoomInfo Technologies Inc Class A,zoominfo
324,AKAM,Akamai Technologies Inc,"akamai,technologies"
7167,SYF,Synchrony Financial,"synchrony,financial"
2687,EVRG,Evergy Inc,evergy
3333,GNRC,Generac Holdlings Inc,generac
7488,TS,Tenaris S.A. American Depositary Shares,tenaris
7282,TER,Teradyne Inc,teradyne
2285,DRI,Darden Restaurants Inc,"darden,restaurants"
2274,DPZ,Domino's Pizza Inc,"domino's,pizza"
1858,CPB,Campbell Soup Company,"campbell,soup"
7605,UDR,UDR Inc,udr
4515,LKQ,LKQ Corporation,lkq
4543,LNT,Alliant Energy Corporation,"alliant,energy"
8177,XYL,Xylem Inc,xylem
85,ACI,Albertsons Companies Inc,"albertsons,companies"
4566,LPLA,LPL Financial Holdings Inc,"lpl,financial"
7266,TECH,Bio-Techne Corp,bio-techne
4355,L,Loews Corporation,"loews,corporation"
6740,SHG,Shinhan Financial Group Co Ltd,shinhan
7575,TYL,Tyler Technologies Inc,"tyler,technologies"
1377,CAH,Cardinal Health Inc,"cardinal,health"
5413,NVR,NVR Inc,nvr
3070,FWONK,Liberty Media Corporation,[]
5358,NTAP,NetApp Inc,netapp
7037,SSL,Sasol Ltd,sasol
197,AES,The AES Corporation,"the,aes"
1876,CPT,Camden Property Trust,"camden,property"
5794,PEAK,Healthpeak Properties Inc,healthpeak
3838,IEX,IDEX Corporation,"idex,corporation"
4028,IRM,Iron Mountain Incorporated (Delaware) REIT,"iron,mountain"
1937,CS,Credit Suisse Group,"suisse,group"
2898,FMS,Fresenius Medical Care AG,"fresenius,medical"
540,APP,Applovin Corporation,applovin
7542,TW,Tradeweb Markets Inc,tradeweb
1342,BXP,Boston Properties Inc,"boston,properties"
6795,SJM,JM Smucker,"jm,smucker"
7973,WDC,Western Digital Corporation,"western,digital"
6796,SJR,Shaw Communications Inc,"shaw,communications"
4413,LDOS,Leidos Holdings Inc,leidos
1051,BILL,Bill.com Holdings Inc. Common Stock,billcom
815,AVY,Avery Dennison Corporation,"avery,dennison"
7445,TRGP,Targa Resources Inc,"targa,resources"
3758,HWM,Howmet Aerospace Inc,"howmet,aerospace"
2483,ELS,Equity Lifestyle Properties Inc,"equity,lifestyle"
5911,PKX,POSCO Holdings Inc,posco
4138,JKHY,Jack Henry & Associates Inc,"jack,henry"
2257,DOCU,DocuSign Inc,docusign
1002,BG,Bunge Limited Bunge Limited,"bunge,limited"
5899,PINS,Pinterest Inc,"pinterest,inc"
1421,CBOE,Cboe Global Markets Inc,"cboe,global"
5237,NLOK,NortonLifeLock Inc,nortonlifelock
8046,WMG,Warner Music Group Corp,"warner,music"
5908,PKG,Packaging Corporation,"packaging,corporation"
7571,TXT,Textron Inc,textron
7582,U,Unity Software Inc,"unity,software"
4600,LU,Lufax Holding Ltd,lufax
2893,FMC,FMC Corporation,"fmc,corporation"
3069,FWONA,Liberty Media Corporation Series A Liberty Formula One Common Stock,[]
5544,OMC,Omnicom Group Inc,omnicom
5214,NICE,NICE Ltd,"nice,ltd"
1946,CSL,Carlisle Companies Incorporated,"carlisle,companies"
2591,EQT,EQT Corporation,"eqt,corporation"
1594,CHRW,C.H. Robinson Worldwide Inc. Common Stock,"ch,robinson"
6454,ROKU,Roku Inc,roku
3719,HTHT,Huazhu Group Limited,huazhu
4802,MGM,MGM Resorts International,"mgm,resorts"
7920,VTRS,Viatris Inc,viatris
2538,ENTG,Entegris Inc,entegris
2001,CTXS,Citrix Systems Inc,citrix
8039,WLK,Westlake Corporation,"westlake,corporation"
4216,KB,KB Financial Group Inc,"kb,financial"
7074,STLD,Steel Dynamics Inc,"steel,dynamics"
6117,PTC,PTC Inc,ptc
439,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,"american,homes"
1489,CE,Celanese Corporation,celanese
7123,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),suzano
4251,KIM,Kimco Realty Corporation,"kimco,realty"
4672,MAS,Masco Corporation,"masco,corporation"
8099,WTRG,Essential Utilities Inc,"essential,utilities"
873,BAH,Booz Allen Hamilton Holding Corporation,"booz,allen"
4588,LSXMK,Liberty Media Corporation,[]
2314,DT,Dynatrace Inc,dynatrace
40,ABMD,ABIOMED Inc,abiomed
4587,LSXMA,Liberty Media Corporation,[]
6596,SBNY,Signature Bank,"signature,bank"
973,BEN,Franklin Resources Inc,"franklin,resources"
1747,CNA,CNA Financial Corporation,"cna,financial"
5150,NDSN,Nordson Corporation,nordson
3280,GLPI,Gaming and Leisure Properties Inc,"gaming,and"
7301,TFX,Teleflex Incorporated,"teleflex,incorporated"
7585,UAL,United Airlines Holdings Inc,"united,airlines"
6901,SNN,Smith & Nephew SNATS Inc,"smith,&"
3139,GDDY,GoDaddy Inc,godaddy
7429,TPL,Texas Pacific Land Corporation,"texas,pacific"
7201,TAP,Molson Coors Beverage Company Class B,"molson,coors"
2828,FHN,First Horizon Corporation,"first,horizon"
1355,BZ,KANZHUN LIMITED American Depository Shares,"kanzhun,limited"
1549,CG,The Carlyle Group Inc,"the,carlyle"
3500,HAS,Hasbro Inc,hasbro
213,AFG,American Financial Group Inc,"american,financial"
3811,ICL,ICL Group Ltd,"icl,group"
2501,EMN,Eastman Chemical Company,"eastman,chemical"
4293,KOF,Coca Cola Femsa S,[]
851,AZPN,Aspen Technology Inc,"aspen,technology"
515,APA,APA Corporation,"apa,corporation"
1910,CRL,Charles River Laboratories International Inc,"charles,river"
5212,NI,NiSource Inc,nisource
5709,PATH,UiPath Inc,uipath
3700,HST,Host Hotels & Resorts Inc,"host,hotels"
2649,ETSY,Etsy Inc,etsy
4604,LUMN,Lumen Technologies Inc,"lumen,technologies"
380,ALLY,Ally Financial Inc,"ally,financial"
6289,RE,Everest Re Group Ltd,"everest,re"
1446,CCK,Crown Holdings Inc,"crown,holdings"
6624,SCI,Service Corporation,"service,corporation"
5261,NMR,Nomura Holdings Inc ADR,nomura
8178,Y,Alleghany Corporation,alleghany
4231,KEP,Korea Electric Power Corporation,"korea,electric"
6185,QGEN,Qiagen N,qiagen
4394,LBTYK,Liberty Global plc Class C Ordinary Shares,[]
20,AAP,Advance Auto Parts Inc,"advance,auto"
5655,OVV,Ovintiv Inc,ovintiv
4393,LBTYB,Liberty Global plc Class B Ordinary Shares,[]
5936,PLUG,Plug Power Inc,"plug,power"
2768,FCNCA,First Citizens BancShares Inc,"first,citizens"
1447,CCL,Carnival Corporation,"carnival,corporation"
2840,FICO,Fair Isaac Corproation,"fair,isaac"
4001,IPG,Interpublic Group of Companies Inc,interpublic
5773,PCTY,Paylocity Holding Corporation,paylocity
689,ASX,ASE Technology Holding Co,"ase,technology"
1050,BILI,Bilibili Inc,bilibili
7701,UTHR,United Therapeutics Corporation,"united,therapeutics"
4622,LW,Lamb Weston Holdings Inc,"lamb,weston"
6482,RS,Reliance Steel & Aluminum Co,"reliance,steel"
6882,SNA,Snap-On Incorporated,snap-on
597,ARES,Ares Management Corporation,"ares,management"
3696,HSIC,Henry Schein Inc,"henry,schein"
5639,OTEX,Open Text Corporation,"open,text"
4392,LBTYA,Liberty Global plc Class A Ordinary Shares,"liberty,global"
4135,JHX,James Hardie Industries plc,"james,hardie"
245,AGL,agilon health inc,"agilon,health"
2909,FNF,FNF Group of Fidelity National Financial Inc,"fnf,group"
6471,RPM,RPM International Inc,"rpm,international"
8076,WRK,Westrock Company,westrock
1103,BLDR,Builders FirstSource Inc,"builders,firstsource"
8190,YMM,Full Truck Alliance Co,"truck,alliance"
6201,QRVO,Qorvo Inc,qorvo
2601,ERIE,Erie Indemnity Company Class A,"erie,indemnity"
6298,REG,Regency Centers Corporation,"regency,centers"
8065,WPP,WPP plc,wpp
3195,GGG,Graco Inc,graco
4934,MORN,Morningstar Inc,morningstar
5880,PHM,PulteGroup Inc,pultegroup
8155,XP,XP Inc,xp
1043,BHVN,Biohaven Pharmaceutical Holding Company Ltd,biohaven
1281,BSY,Bentley Systems Incorporated Class B,"bentley,systems"
3308,GME,GameStop Corporation,"gamestop,corporation"
1083,BKI,Black Knight Inc,"black,knight"
7988,WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,"western,midstream"
2268,DOX,Amdocs Limited Ordinary Shares,amdocs
2194,DINO,HF Sinclair Corporation,"hf,sinclair"
1309,BURL,Burlington Stores Inc,"burlington,stores"
4868,MKTX,MarketAxess Holdings Inc,"marketaxess,holdings"
3387,GRAB,Grab Holdings Limited Class A Ordinary Shares,"grab,holdings"
4890,MMP,Magellan Midstream Partners L,"magellan,midstream"
3731,HUBB,Hubbell Inc,hubbell
1575,CHK,Chesapeake Energy Corporation,"chesapeake,energy"
3862,IHG,Intercontinental Hotels Group,"intercontinental,hotels"
2580,EQH,Equitable Holdings Inc,"equitable,holdings"
572,AR,Antero Resources Corporation,"antero,resources"
4104,JAZZ,Jazz Pharmaceuticals plc  (Ireland),"jazz,pharmaceuticals"
6329,REXR,Rexford Industrial Realty Inc,"rexford,industrial"
2471,ELAN,Elanco Animal Health Incorporated,"elanco,animal"
887,BAP,Credicorp Ltd,credicorp
1234,BRKR,Bruker Corporation,"bruker,corporation"
1707,CMA,Comerica Incorporated,"comerica,incorporated"
3245,GL,Globe Life Inc,"globe,life"
6346,RGEN,Repligen Corporation,"repligen,corporation"
2616,ESLT,Elbit Systems Ltd,"elbit,systems"
4583,LSI,Life Storage Inc,"life,storage"
8085,WSO,Watsco Inc,watsco
978,BEP,Brookfield Renewable Partners L,"brookfield,renewable"
2011,CUK,Carnival Plc ADS ADS,"carnival,ads"
8240,ZNH,China Southern Airlines Company Limited,"china,southern"
2096,DAR,Darling Ingredients Inc,"darling,ingredients"
1700,CLVT,Clarivate Plc Ordinary Shares,"clarivate,ordinary"
194,AER,AerCap Holdings N,"aercap,holdings"
7904,VST,Vistra Corp,vistra
2004,CUBE,CubeSmart Common Shares,"cubesmart,common"
5541,OLPX,Olaplex Holdings Inc,"olaplex,holdings"
2812,FFIV,F5 Inc,f5
5243,NLY,Annaly Capital Management Inc,"annaly,capital"
2203,DISH,DISH Network Corporation,"dish,network"
2694,EWBC,East West Bancorp Inc,"east,west"
317,AIZ,Assurant Inc,assurant
5432,NWS,News Corporation,"news,corporation"
4953,MPW,Medical Properties Trust Inc,"medical,properties"
7620,UHAL,Amerco,amerco
583,ARCC,Ares Capital Corporation,"ares,capital"
4364,LAMR,Lamar Advertising Company Class A,"lamar,advertising"
511,AOS,AO Smith Corp,"ao,smith"
5433,NWSA,News Corporation,[]
4149,JNPR,Juniper Networks Inc,"juniper,networks"
94,ACM,AECOM,aecom
5112,NBIX,Neurocrine Biosciences Inc,"neurocrine,biosciences"
8212,ZEN,Zendesk Inc,zendesk
6288,RDY,Dr,reddy's
12,AAL,American Airlines Group Inc,"american,airlines"
8015,WHR,Whirlpool Corporation,"whirlpool,corporation"
566,AQN,Algonquin Power & Utilities Corp,"algonquin,power"
1073,BJ,BJ's Wholesale Club Holdings Inc,"bj's,wholesale"
6263,RCL,D/B/A Royal Caribbean Cruises Ltd,"d/b/a,royal"
67,ACC,American Campus Communities Inc,"american,campus"
5318,NRG,NRG Energy Inc,"nrg,energy"
3186,GFL,GFL Environmental Inc,"gfl,environmental"
2081,CZR,Caesars Entertainment Inc,"caesars,entertainment"
6803,SKM,SK Telecom Co,"sk,telecom"
1445,CCJ,Cameco Corporation,"cameco,corporation"
374,ALLE,Allegion plc Ordinary Shares,"allegion,ordinary"
5029,MTN,Vail Resorts Inc,"vail,resorts"
4552,LOGI,Logitech International S,"logitech,international"
6360,RHI,Robert Half International Inc,"robert,half"
932,BCH,Banco De Chile Banco De Chile ADS,"banco,de,chile"
8084,WSM,Williams-Sonoma Inc,williams-sonoma
8219,ZG,Zillow Group Inc,[]
6917,SNX,TD SYNNEX Corporation,"td,synnex"
8205,Z,Zillow Group Inc,zillow
3455,GTLB,GitLab Inc,gitlab
3591,HII,Huntington Ingalls Industries Inc,"huntington,ingalls"
4426,LEGN,Legend Biotech Corporation,"legend,biotech"
7386,TME,Tencent Music Entertainment Group,"tencent,music"
8056,WOLF,Wolfspeed Inc,wolfspeed
2117,DBX,Dropbox Inc,dropbox
1812,COLD,Americold Realty Trust Common Shares,"americold,realty"
4140,JLL,Jones Lang LaSalle Incorporated,"jones,lang"
5239,NLSN,Nielsen N,"nielsen,n"
3641,HNP,Huaneng Power Intl,"huaneng,power"
7291,TEVA,Teva Pharmaceutical Industries Limited,"teva,pharmaceutical"
2220,DLO,DLocal Limited Class A Common Shares,"dlocal,limited"
6672,SEE,Sealed Air Corporation,"sealed,air"
2,AA,Alcoa Corporation,"alcoa,corporation"
5514,OGN,Organon & Co,"organon,&"
7512,TTC,Toro Company (The),"toro,(the)"
4360,LAD,Lithia Motors Inc,"lithia,motors"
8049,WMS,Advanced Drainage Systems Inc,"advanced,drainage"
5690,PAG,Penske Automotive Group Inc,"penske,automotive"
1318,BWA,BorgWarner Inc,borgwarner
5186,NFE,New Fortress Energy Inc,"new,fortress"
4536,LNC,Lincoln National Corporation,"lincoln,national"
7616,UGI,UGI Corporation,"ugi,corporation"
177,AEG,AEGON N,"aegon,n"
1668,CLF,Cleveland-Cliffs Inc,cleveland-cliffs
3484,H,Hyatt Hotels Corporation,"hyatt,hotels"
2748,FBHS,Fortune Brands Home & Security Inc,"fortune,brands"
4675,MAT,Mattel Inc,mattel
3081,G,Genpact Limited,"genpact,limited"
3185,GFI,Gold Fields Limited,"gold,fields"
1426,CBSH,Commerce Bancshares Inc,"commerce,bancshares"
8145,XM,Qualtrics International Inc,"qualtrics,international"
7430,TPR,Tapestry Inc,tapestry
5976,PNW,Pinnacle West Capital Corporation,"pinnacle,west"
2256,DOCS,Doximity Inc,doximity
2698,EXAS,Exact Sciences Corporation,"exact,sciences"
5428,NWL,Newell Brands Inc,"newell,brands"
7949,WAL,Western Alliance Bancorporation  (DE),"western,alliance"
1539,CFLT,Confluent Inc,confluent
1374,CAE,CAE Inc,cae
1558,CGNX,Cognex Corporation,"cognex,corporation"
1367,CABO,Cable One Inc,"cable,one"
2345,DVA,DaVita Inc,davita
615,ARMK,Aramark,aramark
1469,CDAY,Ceridian HCM Holding Inc,"ceridian,hcm"
5398,NVCR,NovoCure Limited Ordinary Shares,"novocure,limited"
3654,HOOD,Robinhood Markets Inc,robinhood
5971,PNR,Pentair plc,pentair
4661,MANH,Manhattan Associates Inc,"manhattan,associates"
4289,KNX,Knight-Swift Transportation Holdings Inc,"knight-swift,transportation"
4823,MHK,Mohawk Industries Inc,"mohawk,industries"
4488,LII,Lennox International Inc,"lennox,international"
7621,UHS,Universal Health Services Inc,"universal,health"
4416,LEA,Lear Corporation,"lear,corporation"
5274,NNN,National Retail Properties,"national,retail"
8228,ZION,Zions Bancorporation N,"zions,bancorporation"
7963,WBS,Webster Financial Corporation,"webster,financial"
2991,FRT,Federal Realty Investment Trust,"federal,realty"
3270,GLOB,Globant S,"globant,sa"
6481,RRX,Regal Rexnord Corporation,"regal,rexnord"
5511,OGE,OGE Energy Corp,"oge,energy"
6108,PSTG,Pure Storage Inc,"pure,storage"
6343,RGA,Reinsurance Group of America Incorporated,"reinsurance,group"
5477,OC,Owens Corning Inc  New,"owens,corning"
2908,FND,Floor & Decor Holdings Inc,"floor,&"
3060,FUTU,Futu Holdings Limited,"futu,holdings"
7298,TFII,TFI International Inc,"tfi,international"
7417,TOST,Toast Inc,"toast,inc"
4673,MASI,Masimo Corporation,"masimo,corporation"
8169,XRAY,DENTSPLY SIRONA Inc,"dentsply,sirona"
1567,CHDN,Churchill Downs Incorporated,"churchill,downs"
1541,CFR,Cullen/Frost Bankers Inc,"cullen/frost,bankers"
1394,CAR,Avis Budget Group Inc,"avis,budget"
7172,SYNH,Syneos Health Inc,"syneos,health"
3399,GRFS,Grifols S,"grifols,sa"
2629,ESTC,Elastic N,"elastic,n"
3003,FSLR,First Solar Inc,"first,solar"
7517,TTEK,Tetra Tech Inc,"tetra,tech"
801,AVLR,Avalara Inc,avalara
7081,STOR,STORE Capital Corporation,"store,capital"
3194,GGB,Gerdau S,"gerdau,sa"
6676,SEIC,SEI Investments Company,"sei,investments"
427,AMC,AMC Entertainment Holdings Inc,amc
4087,IVZ,Invesco Ltd,invesco
1585,CHNG,Change Healthcare Inc,"change,healthcare"
1568,CHE,Chemed Corp,chemed
2213,DLB,Dolby Laboratories,"dolby,laboratories"
6000,PPC,Pilgrim's Pride Corporation,"pilgrim's,pride"
232,AGCO,AGCO Corporation,"agco,corporation"
8003,WFG,West Fraser Timber Co,"west,fraser"
4418,LECO,Lincoln Electric Holdings Inc,"lincoln,electric"
638,ARW,Arrow Electronics Inc,"arrow,electronics"
6536,S,SentinelOne Inc,sentinelone
2147,DECK,Deckers Outdoor Corporation,"deckers,outdoor"
5834,PFGC,Performance Food Group Company,"performance,food"
8082,WSC,WillScot Mobile Mini Holdings Corp,"willscot,mobile"
1258,BSAC,Banco Santander - Chile ADS,"banco,santander"
7358,TIXT,TELUS International (Cda) Inc,"telus,international"
6239,RBA,Ritchie Bros,"ritchie,bros"
5538,OLN,Olin Corporation,"olin,corporation"
6603,SBSW,D/B/A Sibanye-Stillwater Limited ADS,"d/b/a,sibanye-stillwater"
6182,QDEL,Quidel Corporation,"quidel,corporation"
7990,WEX,WEX Inc,wex
1490,CEA,China Eastern Airlines Corporation Ltd,"china,eastern"
3784,IAC,IAC/InterActiveCorp,iac/interactivecorp
1406,CASY,Casey's General Stores Inc,"casey's,general"
5682,PAC,Grupo Aeroportuario Del Pacifico S,[]
4108,JBL,Jabil Inc,jabil
7688,USFD,US Foods Holding Corp,"us,foods"
983,BERY,Berry Global Group Inc,"berry,global"
6348,RGLD,Royal Gold Inc,"royal,gold"
7141,SWAV,ShockWave Medical Inc,"shockwave,medical"
3993,IOT,Samsara Inc,samsara
6478,RRC,Range Resources Corporation,"range,resources"
5680,PAA,Plains All American Pipeline L,"plains,all"
5610,ORI,Old Republic International Corporation,"old,republic"
7154,SWN,Southwestern Energy Company,"southwestern,energy"
3729,HTZ,Hertz Global Holdings Inc,"hertz,global"
4832,MIDD,Middleby Corporation,"middleby,corporation"
7019,SRPT,Sarepta Therapeutics Inc,sarepta
2858,FIVE,Five Below Inc,"five,below"
2701,EXEL,Exelixis Inc,exelixis
1615,CIEN,Ciena Corporation,"ciena,corporation"
7566,TX,Ternium S,"ternium,sa"
832,AXON,Axon Enterprise Inc,"axon,enterprise"
3497,HALO,Halozyme Therapeutics Inc,halozyme
2859,FIVN,Five9 Inc,five9
7806,VIPS,Vipshop Holdings Limited,"vipshop,holdings"
1613,CIB,BanColombia S,"bancolombia,sa"
5519,OHI,Omega Healthcare Investors Inc,"omega,healthcare"
2355,DXC,DXC Technology Company,"dxc,technology"
2451,EGP,EastGroup Properties Inc,"eastgroup,properties"
1369,CACC,Credit Acceptance Corporation,"credit,acceptance"
6106,PSO,Pearson Plc,"pearson,plc"
7257,TDOC,Teladoc Health Inc,"teladoc,health"
5448,NXST,Nexstar Media Group Inc,"nexstar,media"
1786,CNXC,Concentrix Corporation,"concentrix,corporation"
222,AFRM,Affirm Holdings Inc,"affirm,holdings"
738,ATR,AptarGroup Inc,aptargroup
5763,PCOR,Procore Technologies Inc,"procore,technologies"
4579,LSCC,Lattice Semiconductor Corporation,"lattice,semiconductor"
2211,DKS,Dick's Sporting Goods Inc,"dick's,sporting"
4221,KBR,KBR Inc,kbr
478,AN,AutoNation Inc,autonation
1370,CACI,CACI International Inc,"caci,international"
8121,WYNN,Wynn Resorts Limited Common stock,"wynn,resorts"
3338,GNTX,Gentex Corporation,"gentex,corporation"
2869,FLEX,Flex Ltd,"flex,ltd"
5891,PII,Polaris Inc,"polaris,inc"
6430,RNR,RenaissanceRe Holdings Ltd,"renaissancere,holdings"
4330,KT,KT Corporation,"kt,corporation"
81,ACHC,Acadia Healthcare Company Inc,"acadia,healthcare"
1843,COTY,Coty Inc,coty
7444,TREX,Trex Company Inc,trex
410,ALV,Autoliv Inc,autoliv
7646,UNM,Unum Group,"unum,group"
7050,ST,Sensata Technologies Holding plc Ordinary Shares,"sensata,technologies"
7101,STWD,STARWOOD PROPERTY TRUST INC,"starwood,property"
309,AIRC,Apartment Income REIT Corp,"apartment,income"
3708,HTA,Healthcare Trust of America Inc,"healthcare,trust"
1273,BSMX,Banco Santander Mexico S,"banco,santander,mexico"
4121,JEF,Jefferies Financial Group Inc,"jefferies,financial"
3376,GPK,Graphic Packaging Holding Company,"graphic,packaging"
6267,RCM,R1 RCM Inc,"r1,rcm"
80,ACH,Aluminum Corporation,"aluminum,corporation"
4433,LEVI,Levi Strauss & Co Class A,"levi,strauss"
6390,RL,Ralph Lauren Corporation,"ralph,lauren"
7992,WF,Woori Financial Group Inc,"woori,financial"
5290,NOV,NOV Inc,"nov,inc"
2767,FCN,FTI Consulting Inc,"fti,consulting"
8106,WU,Western Union Company (The),"western,union"
3539,HCP,HashiCorp Inc,hashicorp
916,BBWI,Bath & Body Works Inc,"body,works"
5723,PB,Prosperity Bancshares Inc,"prosperity,bancshares"
5875,PHI,PLDT Inc,pldt
2951,FR,First Industrial Realty Trust Inc,"first,industrial"
2247,DNB,Dun & Bradstreet Holdings Inc,"dun,&"
5165,NEP,NextEra Energy Partners LP Common Units representing limited partner interests,[]
3477,GWRE,Guidewire Software Inc,"guidewire,software"
4305,KRC,Kilroy Realty Corporation,"kilroy,realty"
5417,NVST,Envista Holdings Corporation,"envista,holdings"
