news_id,company_word,pk,symbol,name,stock_keyword_5
417666,walmart,8050,WMT,Walmart Inc,"['reliance', 'jio', 'ambani', 'invest', 'billionaire']"
417670,royal dutch,6738,SHEL,Royal Dutch Shell PLC,"['raizen', 'biosev', 'merger', 'subsidiary', 'loan']"
417670,cosan sa,1938,CSAN,Cosan S,"['raizen', 'biosev', 'merger', 'subsidiary', 'loan']"
417671,msci,4991,MSCI,MSCI Inc,"['stock', 'czech', 'prague', 'market', 'investor']"
417671,emerging markets,3657,HORI,Emerging Markets Horizon Corp,"['stock', 'czech', 'prague', 'market', 'investor']"
420212,emerging markets,3657,HORI,Emerging Markets Horizon Corp,"['inflation', 'monetary', 'gdp', 'fiscal', 'currency']"
420218,apple,21,AAPL,Apple Inc,"['investor', 'market', 'finance', 'corp', 'financial']"
420218,microsoft,4996,MSFT,Microsoft Corporation,"['investor', 'market', 'finance', 'corp', 'financial']"
420218,spotify,6975,SPOT,Spotify Technology S,"['investor', 'market', 'finance', 'corp', 'financial']"
420218,fusion acquisition,3006,FSNB,Fusion Acquisition Corp,"['investor', 'market', 'finance', 'corp', 'financial']"
420186,blackstone,1338,BX,Blackstone Inc,"['owns', 'housing', 'park', 'tpg', 'investor']"
420186,apollo global,538,APO,Apollo Global Management Inc,"['owns', 'housing', 'park', 'tpg', 'investor']"
420186,sun communities,7109,SUI,Sun Communities Inc,"['owns', 'housing', 'park', 'tpg', 'investor']"
420186,tpg,7424,TPG,TPG Inc,"['owns', 'housing', 'park', 'tpg', 'investor']"
420189,s&p,6958,SPGI,S&P Global Inc,"['refinery', 'forecasting', 'opec', 'oil', 'demand']"
420189,equinor,2585,EQNR,Equinor ASA,"['refinery', 'forecasting', 'opec', 'oil', 'demand']"
420189,bp,1191,BP,BP p,"['refinery', 'forecasting', 'opec', 'oil', 'demand']"
420193,fidelity,2851,FIS,Fidelity National Information Services Inc,"['bank', 'lagos', 'nigerian', 'loan', 'naira']"
420194,pfizer,5832,PFE,Pfizer Inc,"['vaccine', 'trial', 'astrazeneca', 'clinical', 'halted']"
420194,astrazeneca,849,AZN,AstraZeneca PLC,"['vaccine', 'trial', 'astrazeneca', 'clinical', 'halted']"
420194,moderna,4970,MRNA,Moderna Inc,"['vaccine', 'trial', 'astrazeneca', 'clinical', 'halted']"
420194,biontech,1169,BNTX,BioNTech SE American Depositary Share,"['vaccine', 'trial', 'astrazeneca', 'clinical', 'halted']"
