,symbol,name,company,stock_keyword,stock_frequency_keyword_4,stock_frequency_keyword_5
117,MS,Morgan Stanley,morgan stanley,"['shanghaicoal', 'shanghaicorn', 'shanghaizinc', 'shanghaicrude', 'shanghaitodaytrader', 'istanbul', 'marketschina', 'goldman', 'turkeytaiwan', 'stock', 'china', 'chinese', 'lockheedicici', 'investment', 'bank', 'loan', 'rupeerumo', 'mato', 'paulo', 'sao', 'railwayuae', 'emirate', 'dhabi', 'dubai', 'abufirm', 'enterprise', 'corp', 'company', 'industrialpalantir', 'shareholder', 'stock', 'goldman', 'companyxiaomi', 'huawei', 'huami', 'smartphone', 'gyen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsbanking', 'financing', 'shenzhen', 'suisse', 'goldmanyildiz', 'biscuit', 'loan', 'lender', 'chocolatierpandemic', 'covid', 'coronavirus', 'pandemicsubscribe', 'vaccinelibyan', 'libya', 'tripoli', 'haftar', 'blockadewarming', 'wildfire', 'californian', 'california', 'climatestripe', 'san', 'california', 'relocation', 'policybond', 'treasury', 'borrowing', 'emerging', 'investorvaccine', 'coronavirus', 'covid', 'syringe', 'vialcoronaviruswhat', 'coronavirus', 'covid', 'pandemic', 'outbreak']","['covid', 'coronavirus', 'goldman', 'stock']","['covid', 'coronavirus', 'goldman', 'stock', 'loan']"
118,NHI,National Health Investors Inc,national health,"['covid', 'hospitalized', 'hospitalization', 'pediatric', 'diseasemortality', 'covid', 'epidemiologist', 'sweden', 'infectionquarantine', 'merkel', 'pandemic', 'outbreak', 'coronaviruscoronavirus', 'outbreak', 'pandemic', 'virus', 'infectedbankruptcy', 'jill', 'loan', 'debt', 'retailerindonesian', 'indonesia', 'currency', 'jakarta', 'monetary']","['covid', 'pandemic', 'outbreak', 'hospitalized']","['covid', 'pandemic', 'outbreak', 'hospitalized', 'hospitalization']"
119,CMCSA,Comcast Corporation,comcast,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinemawarnermedia', 'hbo', 'tvmedia', 'hulu', 'streamingstudent', 'educational', 'education', 'school', 'tutoringshowtime', 'netflix', 'nbcuniversal', 'tv', 'belacoronavirus', 'vaccine', 'covid', 'pandemic', 'vaccineanorthleaf', 'investor', 'stock', 'invest', 'investment']","['paramount', 'blockbuster', 'theater', 'hollywood']","['paramount', 'blockbuster', 'theater', 'hollywood', 'cinemawarnermedia']"
120,AMC,AMC Entertainment Holdings Inc,amc,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']","['paramount', 'blockbuster', 'theater', 'hollywood']","['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
121,CNK,Cinemark Holdings Inc Cinemark Holdings Inc,cinemark holdings,"['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']","['paramount', 'blockbuster', 'theater', 'hollywood']","['paramount', 'blockbuster', 'theater', 'hollywood', 'cinema']"
122,BIIB,Biogen Inc,biogen,"['aducanumab', 'biogen', 'antibody', 'biotechnology', 'alzheimervaccineleapfrogging', 'vaccine', 'pandemic', 'covid', 'coronavirus']","['aducanumab', 'biogen', 'antibody', 'biotechnology']","['aducanumab', 'biogen', 'antibody', 'biotechnology', 'alzheimervaccineleapfrogging']"
123,JLL,Jones Lang LaSalle Incorporated,jones lang,"['hk', 'hong', 'conglomerate', 'beijing', 'hutchisonsubsidy', 'unemployment', 'employ', 'wage', 'welfare']","['hk', 'hong', 'conglomerate', 'beijing']","['hk', 'hong', 'conglomerate', 'beijing', 'hutchisonsubsidy']"
124,TPG,TPG Inc,tpg,"['hk', 'hong', 'conglomerate', 'beijing', 'hutchisonbond', 'debt', 'currency', 'demand', 'borrowingsuicidal', 'suicide', 'covid', 'pandemic', 'depression']","['hk', 'hong', 'conglomerate', 'beijing']","['hk', 'hong', 'conglomerate', 'beijing', 'hutchisonbond']"
125,T,AT&T Inc,at&t,"['warnermedia', 'hbo', 'tvmedia', 'hulu', 'streamingvrio', 'directv', 'tv', 'acquisition', 'stockvaccine', 'trial', 'astrazeneca', 'clinical', 'haltedcoronavirus', 'vaccine', 'covid', 'pandemic', 'vaccineanorthleaf', 'investor', 'stock', 'invest', 'investment']","['warnermedia', 'hbo', 'tvmedia', 'hulu']","['warnermedia', 'hbo', 'tvmedia', 'hulu', 'streamingvrio']"
126,UPS,United Parcel Service Inc,united parcel,"['fedex', 'ups', 'shipping', 'delivery', 'parcelpostmaster', 'usps', 'postal', 'fedex', 'mail']","['fedex', 'ups', 'shipping', 'delivery']","['fedex', 'ups', 'shipping', 'delivery', 'parcelpostmaster']"
127,TSLA,Tesla Inc,tesla,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhouchinalg', 'tesla', 'lg', 'coronavirus', 'evmusk', 'tesla', 'hothi', 'lawsuit', 'accusingdaimler', 'diesel', 'impactdaimler', 'mercedes', 'pollutiongm', 'stock', 'tesla', 'earnings', 'automakerstock', 'stocksthe', 'goldman', 'dow', 'nysecarmaker', 'volvo', 'automaker', 'daimler', 'carmakingxpeng', 'ev', 'xpev', 'investor', 'alibabastocksthe', 'stock', 'dow', 'nasdaq', 'investorrichest', 'billionaire', 'bezos', 'billion', 'nasdaqinvestor', 'invest', 'domingo', 'investment', 'domingothetesla', 'stock', 'shareholder', 'slump', 'nasdaqrichest', 'wealthiest', 'billionaire', 'wealth', 'bezosnasdaq', 'trader', 'broker', 'loss', 'stockmarket', 'investor', 'stock', 'nasdaq', 'speculationtesla', 'volkswagen', 'carmaker', 'audi', 'vwnasdaq', 'stock', 'market', 'future', 'investormusk', 'volkswagen', 'tesla', 'ceo', 'vwstock', 'nasdaq', 'selloff', 'surge', 'marketstock', 'nasdaq', 'stocksthe', 'trading', 'diptesla', 'ev', 'powertrain', 'battery', 'vehiclehuawei', 'shenzhen', 'chinese', 'beijing', 'chinaeuro', 'ecb', 'luxembourg', 'candidate', 'bankpandemic', 'covid', 'coronavirus', 'pandemicsubscribe', 'vaccineant', 'ipo', 'stock', 'investor', 'shanghaiantcattle', 'deforestation', 'rancher', 'ranch', 'beefbond', 'yuan', 'liquidity', 'foreign', 'debtkuwait', 'kuwaiti', 'fiscal', 'debt', 'deficit']","['stock', 'tesla', 'nasdaq', 'ev']","['stock', 'tesla', 'nasdaq', 'ev', 'investor']"
128,BABA,Alibaba Group Holding Limited,alibaba group,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhoustock', 'chinese', 'taiwan', 'investor', 'jianhong', 'nasdaq', 'equity', 'alibaba', 'chinesestock', 'stocksthe', 'goldman', 'dow', 'nyseendowment', 'university', 'prc', 'campus', 'investmentjd', 'retailer', 'alibaba', 'company', 'commercestock', 'stocksthe', 'optimism', 'treasury', 'pandemicxpeng', 'ev', 'xpev', 'investor', 'alibabaxiaomi', 'huawei', 'huami', 'smartphone', 'gfintech', 'banking', 'bank', 'regulatory', 'financialsoftbank', 'tiktok', 'provider', 'reliance', 'jiogoldman', 'hong', 'alibaba', 'stock', 'antshanghai', 'singapore', 'chinese', 'china', 'investorhuawei', 'shenzhen', 'chinese', 'beijing', 'chinananshareholder', 'takeover', 'gmbh', 'investor', 'kochairline', 'coronavirus', 'layoff', 'pandemic', 'iagopec', 'saudi', 'petroleum', 'oil', 'salman']","['chinese', 'investor', 'alibaba', 'ev']","['chinese', 'investor', 'alibaba', 'ev', 'xpev']"
129,LI,Li Auto Inc,li auto,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhouxpeng', 'ev', 'xpev', 'investor', 'alibaba']","['ev', 'xpev', 'xpeng', 'tesla']","['ev', 'xpev', 'xpeng', 'tesla', 'guangzhouxpeng']"
130,NIO,NIO Inc,nio,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhouxpeng', 'ev', 'xpev', 'investor', 'alibaba']","['ev', 'xpev', 'xpeng', 'tesla']","['ev', 'xpev', 'xpeng', 'tesla', 'guangzhouxpeng']"
131,XPEV,XPeng Inc,xpeng,"['xpeng', 'ev', 'tesla', 'xpev', 'guangzhouxpeng', 'ev', 'xpev', 'investor', 'alibaba']","['ev', 'xpev', 'xpeng', 'tesla']","['ev', 'xpev', 'xpeng', 'tesla', 'guangzhouxpeng']"
132,CBRE,CBRE Group Inc  Class A,cbre,"['office', 'employee', 'worker', 'desk', 'newspaperliquidation', 'intu', 'market', 'madrid', 'investordublin', 'quay', 'google', 'ireland', 'apartment']","['office', 'employee', 'worker', 'desk']","['office', 'employee', 'worker', 'desk', 'newspaperliquidation']"
133,WNEB,Western New England Bancorp Inc,western new,"['office', 'employee', 'worker', 'desk', 'newspapercovid', 'coronavirus', 'pandemic', 'outbreak', 'vaccine']","['office', 'employee', 'worker', 'desk']","['office', 'employee', 'worker', 'desk', 'newspapercovid']"
134,V,Visa Inc,visa,"['airline', 'pandemic', 'flight', 'travel', 'boardingrecession', 'blackout', 'economy', 'africa', 'economicuae', 'dubai', 'emirate', 'sheikhdom', 'arabshanghai', 'singapore', 'chinese', 'china', 'investortiktok', 'employee', 'illegal', 'prohibit', 'legality']","['airline', 'pandemic', 'flight', 'travel']","['airline', 'pandemic', 'flight', 'travel', 'boardingrecession']"
135,NSEC,National Security Group Inc,national security,"['hong', 'chinese', 'beijing', 'xiaomi', 'chinajapan', 'fuji', 'japanese', 'tiktok', 'akiratiktok', 'microsoft', 'hong', 'bytedance', 'chinesetiktok', 'microsoft', 'singapore', 'china', 'chinesehuawei', 'g', 'beijing', 'xiaomi', 'telecomoracle', 'tiktok', 'microsoft', 'corp', 'investorendowment', 'university', 'prc', 'campus', 'investmentyuan', 'emerging', 'yuanchile', 'currency', 'chinesemarket', 'investment', 'trader', 'risktariff', 'steel', 'bolsonaro', 'cap', 'commoditytiktok', 'zhang', 'huawei', 'zhaokang', 'chineseinvestment', 'photonics', 'invested', 'chinaon', 'investorsoftbank', 'tiktok', 'provider', 'reliance', 'jiobeijing', 'chinese', 'china', 'hong', 'huaweihuawei', 'shenzhen', 'chinese', 'beijing', 'chinapenney', 'retailer', 'financing', 'store', 'salecryptocurrency', 'crypto', 'bitcoin', 'currency', 'regulationfund', 'investment', 'investing', 'hedge', 'riskcoronavirus', 'vaccine', 'pandemic', 'covid', 'outbreakindonesia', 'indonesian', 'jakarta', 'borneo', 'palmcoronavirus', 'covid', 'outbreak', 'epidemic', 'pandemicdebt', 'loan', 'repayment', 'repay', 'lenderslump', 'refinery', 'petroleum', 'exxon', 'opecopec', 'salman', 'saudi', 'uae', 'oil']","['hong', 'chinese', 'beijing', 'tiktok']","['hong', 'chinese', 'beijing', 'tiktok', 'microsoft']"
136,OPI,Office Properties Income Trust Common Shares of Beneficial Interest,office properties,"['forfeiture', 'fraudulent', 'lawsuit', 'accused', 'prosecutor']","['forfeiture', 'fraudulent', 'lawsuit', 'accused']","['forfeiture', 'fraudulent', 'lawsuit', 'accused', 'prosecutor']"
137,CZR,Caesars Entertainment Inc,caesars entertainment,"['economy', 'foodbank', 'spending', 'economic', 'consumercasino', 'nevada', 'hotel', 'charleston', 'resortnan']","['economy', 'foodbank', 'spending', 'economic']","['economy', 'foodbank', 'spending', 'economic', 'consumercasino']"
138,NBST,Newbury Street Acquisition Corporation,newbury street,"['economy', 'foodbank', 'spending', 'economic', 'consumer']","['economy', 'foodbank', 'spending', 'economic']","['economy', 'foodbank', 'spending', 'economic', 'consumer']"
139,FSR,Fisker Inc,fisker,"['merger', 'acquisition', 'bmw', 'acquire', 'sourcinggm', 'stock', 'tesla', 'earnings', 'automaker']","['merger', 'acquisition', 'bmw', 'acquire']","['merger', 'acquisition', 'bmw', 'acquire', 'sourcinggm']"
140,GOEV,Canoo Inc,canoo,"['merger', 'acquisition', 'bmw', 'acquire', 'sourcing']","['merger', 'acquisition', 'bmw', 'acquire']","['merger', 'acquisition', 'bmw', 'acquire', 'sourcing']"
141,HCIC,Hennessy Capital Investment Corp,hennessy capital,"['merger', 'acquisition', 'bmw', 'acquire', 'sourcing']","['merger', 'acquisition', 'bmw', 'acquire']","['merger', 'acquisition', 'bmw', 'acquire', 'sourcing']"
142,VLDR,Velodyne Lidar Inc,velodyne lidar,"['merger', 'acquisition', 'bmw', 'acquire', 'sourcing']","['merger', 'acquisition', 'bmw', 'acquire']","['merger', 'acquisition', 'bmw', 'acquire', 'sourcing']"
143,ED,Consolidated Edison Inc,consolidated edison,"['blackout', 'outage', 'hurricane', 'storm', 'electricity']","['blackout', 'outage', 'hurricane', 'storm']","['blackout', 'outage', 'hurricane', 'storm', 'electricity']"
144,ES,Eversource Energy (D/B/A),eversource,"['blackout', 'outage', 'hurricane', 'storm', 'electricity']","['blackout', 'outage', 'hurricane', 'storm']","['blackout', 'outage', 'hurricane', 'storm', 'electricity']"
145,ASGI,Aberdeen Standard Global Infrastructure Income Fd,aberdeen standard,"['stock', 'chinese', 'taiwan', 'investor', 'jiancurrency', 'euro', 'inflation', 'pound', 'sterlinginvestor', 'investment', 'market', 'indian', 'indiahutchison', 'telecom', 'carrier', 'ck', 'company']","['stock', 'chinese', 'taiwan', 'investor']","['stock', 'chinese', 'taiwan', 'investor', 'jiancurrency']"
146,INTU,Intuit Inc,intuit,"['richest', 'billionaire', 'gilbert', 'investor', 'magnate']","['richest', 'billionaire', 'gilbert', 'investor']","['richest', 'billionaire', 'gilbert', 'investor', 'magnate']"
147,BRK/A,Berkshire Hathaway Inc,berkshire hathaway,"['richest', 'billionaire', 'gilbert', 'investor', 'magnatestock', 'stocksthe', 'goldman', 'dow', 'nyseyen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsstocksthe', 'stock', 'dow', 'nasdaq', 'investorberkshire', 'goldman', 'stock', 'fargo', 'investorant', 'ipo', 'stock', 'investor', 'shanghaiant']","['stock', 'investor', 'goldman', 'dow']","['stock', 'investor', 'goldman', 'dow', 'richest']"
148,RYAAY,Ryanair Holdings plc,ryanair,"['coronavirus', 'pandemic', 'covid', 'outbreak', 'vaccinecoronavirus', 'covid', 'vaccine', 'pandemic', 'outbreakryanair', 'airline', 'iata', 'boeing', 'airbusaluminium', 'aluminum', 'smelter', 'commodity', 'alcoa']","['pandemic', 'covid', 'coronavirus', 'outbreak']","['pandemic', 'covid', 'coronavirus', 'outbreak', 'vaccinecoronavirus']"
149,DNUT,Krispy Kreme Inc,krispy kreme,"['schaeffler', 'schaefflers', 'richest', 'wealthiest', 'billionaire']","['schaeffler', 'schaefflers', 'richest', 'wealthiest']","['schaeffler', 'schaefflers', 'richest', 'wealthiest', 'billionaire']"
150,ERIC,Ericsson,ericsson,"['huawei', 'nokia', 'mobile', 'industry', 'businesshuawei', 'g', 'beijing', 'xiaomi', 'telecom']","['huawei', 'nokia', 'mobile', 'industry']","['huawei', 'nokia', 'mobile', 'industry', 'businesshuawei']"
151,ONON,On Holding AG Class A Ordinary Shares,on holding,"['davos', 'economic', 'pandemic', 'genevaendowment', 'university', 'prc', 'campus', 'investment']","['davos', 'economic', 'pandemic', 'genevaendowment']","['davos', 'economic', 'pandemic', 'genevaendowment', 'university']"
152,ZM,Zoom Video Communications Inc,zoom video,"['vaccine', 'stock', 'dow', 'pandemic', 'stockstherecession', 'stock', 'pandemic', 'stocksthe', 'dowstock', 'stocksthe', 'oil', 'investor', 'economyrichest', 'billionaire', 'bezos', 'billion', 'nasdaqnasdaq', 'trader', 'broker', 'loss', 'stockdebt', 'loan', 'repayment', 'repay', 'lender']","['stock', 'pandemic', 'stocksthe', 'vaccine']","['stock', 'pandemic', 'stocksthe', 'vaccine', 'dow']"
153,TD,Toronto Dominion Bank (The),toronto dominion,"['banco', 'bancorp', 'banking', 'bank', 'takeoverantitrust', 'licensing', 'patented', 'patent', 'infringement']","['banco', 'bancorp', 'banking', 'bank']","['banco', 'bancorp', 'banking', 'bank', 'takeoverantitrust']"
154,BLK,BlackRock Inc,blackrock,"['banco', 'bancorp', 'banking', 'bank', 'takeovershareholder', 'stock', 'takeover', 'barclays', 'ftseshareholder', 'investment', 'samsung', 'investor', 'corporateinvestor', 'liquidity', 'risk', 'debt', 'marketfund', 'invest', 'investor', 'financial', 'investmentshanghai', 'singapore', 'chinese', 'china', 'investordebt', 'bank', 'accounting', 'johannesburg', 'loancoronavirus', 'vaccine', 'pandemic', 'covid', 'outbreaknasdaq', 'nyse', 'exchange', 'stock', 'brokerlibya', 'libyan', 'oil', 'opec', 'tankerbond', 'refinancings', 'gamble', 'refinance', 'financingpandemic', 'airline', 'coronavirus', 'covid', 'iata']","['bank', 'stock', 'investor', 'covid']","['bank', 'stock', 'investor', 'covid', 'banco']"
155,PNC,PNC Financial Services Group Inc,pnc financial,"['banco', 'bancorp', 'banking', 'bank', 'takeoverberkshire', 'goldman', 'stock', 'fargo', 'investor']","['banco', 'bancorp', 'banking', 'bank']","['banco', 'bancorp', 'banking', 'bank', 'takeoverberkshire']"
156,TFC,Truist Financial Corporation,truist financial,"['banco', 'bancorp', 'banking', 'bank', 'takeover']","['banco', 'bancorp', 'banking', 'bank']","['banco', 'bancorp', 'banking', 'bank', 'takeover']"
157,BBVA,Banco Bilbao Vizcaya Argentaria S,banco bilbao vizcaya,"['banco', 'bancorp', 'banking', 'bank', 'takeovermatteo', 'bond', 'italy', 'italian', 'alessandro']","['banco', 'bancorp', 'banking', 'bank']","['banco', 'bancorp', 'banking', 'bank', 'takeovermatteo']"
158,RF,Regions Financial Corporation,regions financial,"['banco', 'bancorp', 'banking', 'bank', 'takeover']","['banco', 'bancorp', 'banking', 'bank']","['banco', 'bancorp', 'banking', 'bank', 'takeover']"
159,SAP,SAP  SE ADS,sap,"['wirecard', 'siemens', 'boerse', 'dax', 'agtaiwan', 'stock', 'china', 'chinese', 'lockheedtax', 'insurance', 'swiss', 'deloitte', 'taxedloan', 'investor', 'yassin', 'malaysian', 'mortgage']","['wirecard', 'siemens', 'boerse', 'dax']","['wirecard', 'siemens', 'boerse', 'dax', 'agtaiwan']"
160,CSCO,Cisco Systems Inc,cisco,"['treasury', 'dow', 'stimulus', 'unemployment', 'nasdaq']","['treasury', 'dow', 'stimulus', 'unemployment']","['treasury', 'dow', 'stimulus', 'unemployment', 'nasdaq']"
161,FMBH,First Mid Bancshares Inc,first mid,"['treasury', 'euro', 'bond', 'yield', 'italy']","['treasury', 'euro', 'bond', 'yield']","['treasury', 'euro', 'bond', 'yield', 'italy']"
162,HPQ,HP Inc,hp,"['boeing', 'jet', 'airline', 'jetblue', 'airbushastings', 'ceo', 'entrepreneur', 'netflix', 'entrepreneurshiprenewable', 'renewables', 'solar', 'blaze', 'firefighter']","['boeing', 'jet', 'airline', 'jetblue']","['boeing', 'jet', 'airline', 'jetblue', 'airbushastings']"
163,CRM,Salesforce,salesforce,"['gong', 'venture', 'company', 'business', 'corporaterefinery', 'exxon', 'hurricane', 'gasoline', 'forecaststock', 'goldman', 'dow', 'market', 'nasdaqstocksthe', 'stock', 'dow', 'nasdaq', 'investormarket', 'investor', 'stock', 'nasdaq', 'speculation']","['dow', 'stock', 'nasdaq', 'gong']","['dow', 'stock', 'nasdaq', 'gong', 'venture']"
164,SHOP,Shopify Inc,shopify,"['gong', 'venture', 'company', 'business', 'corporatewalmart', 'retailer', 'stimulus', 'shopping', 'shopifynasdaq', 'nyse', 'exchange', 'stock', 'broker']","['gong', 'venture', 'company', 'business']","['gong', 'venture', 'company', 'business', 'corporatewalmart']"
165,DLR,Digital Realty Trust Inc,digital realty,"['gong', 'venture', 'company', 'business', 'corporate']","['gong', 'venture', 'company', 'business']","['gong', 'venture', 'company', 'business', 'corporate']"
166,NTES,NetEase Inc,netease,"['hong', 'nasdaq', 'equity', 'alibaba', 'chinese']","['hong', 'nasdaq', 'equity', 'alibaba']","['hong', 'nasdaq', 'equity', 'alibaba', 'chinese']"
167,DHACW,Digital Health Acquisition Corp,digital health,"['vaccine', 'delhi', 'pandemic', 'covid', 'bharatbayer', 'market', 'supplement', 'acquisition', 'merger']","['vaccine', 'delhi', 'pandemic', 'covid']","['vaccine', 'delhi', 'pandemic', 'covid', 'bharatbayer']"
168,LMT,Lockheed Martin Corporation,lockheed,"['taiwan', 'stock', 'china', 'chinese', 'lockheed']","['taiwan', 'stock', 'china', 'chinese']","['taiwan', 'stock', 'china', 'chinese', 'lockheed']"
169,NRC,National Research Corporation,national research,"['vaccine', 'vaccinated', 'coronavirus', 'covid', 'immunizationvaccine', 'covid', 'rudakov', 'vaccinated', 'vaccination']","['vaccinated', 'covid', 'vaccine', 'coronavirus']","['vaccinated', 'covid', 'vaccine', 'coronavirus', 'immunizationvaccine']"
170,BOXD,Boxed Inc,boxed,"['vaccine', 'vaccinated', 'coronavirus', 'covid', 'immunization']","['vaccine', 'vaccinated', 'coronavirus', 'covid']","['vaccine', 'vaccinated', 'coronavirus', 'covid', 'immunization']"
171,IBN,ICICI Bank Limited,icici,"['icici', 'investment', 'bank', 'loan', 'rupeeinvestor', 'investment', 'market', 'indian', 'india']","['investment', 'icici', 'bank', 'loan']","['investment', 'icici', 'bank', 'loan', 'rupeeinvestor']"
172,PUK,Prudential Public Limited Company,prudential,"['icici', 'investment', 'bank', 'loan', 'rupeejpmorgan', 'banking', 'productivity', 'corporate', 'financial']","['icici', 'investment', 'bank', 'loan']","['icici', 'investment', 'bank', 'loan', 'rupeejpmorgan']"
173,ESLT,Elbit Systems Ltd,elbit systems,"['uae', 'arabtec', 'qatar', 'dubai', 'bahrain']","['uae', 'arabtec', 'qatar', 'dubai']","['uae', 'arabtec', 'qatar', 'dubai', 'bahrain']"
174,MAR,Marriott International Class A,marriott,"['hotel', 'marriott', 'hilton', 'hotelier', 'luxurycoronavirus', 'covid', 'outbreak', 'pandemic', 'vaccinebondholder', 'venezuelan', 'venezuela', 'investor', 'bondargentina', 'yield', 'bond', 'buenos', 'treasury']","['hotel', 'marriott', 'hilton', 'hotelier']","['hotel', 'marriott', 'hilton', 'hotelier', 'luxurycoronavirus']"
175,HLT,Hilton Worldwide Holdings Inc,hilton,"['hotel', 'marriott', 'hilton', 'hotelier', 'luxurycoronavirus', 'covid', 'outbreak', 'pandemic', 'vaccinebondholder', 'venezuelan', 'venezuela', 'investor', 'bondargentina', 'yield', 'bond', 'buenos', 'treasury']","['hotel', 'marriott', 'hilton', 'hotelier']","['hotel', 'marriott', 'hilton', 'hotelier', 'luxurycoronavirus']"
176,CHK,Chesapeake Energy Corporation,chesapeake energy,"['bankruptcy', 'filed', 'reserve', 'bondholder', 'surged']","['bankruptcy', 'filed', 'reserve', 'bondholder']","['bankruptcy', 'filed', 'reserve', 'bondholder', 'surged']"
177,SSL,Sasol Ltd,sasol,"['sasol', 'sa', 'asset', 'depreciation', 'corpfacebook', 'instagram', 'propaganda', 'trump', 'fake']","['sasol', 'sa', 'asset', 'depreciation']","['sasol', 'sa', 'asset', 'depreciation', 'corpfacebook']"
178,MFG,Mizuho Financial Group Inc,mizuho,"['judicial', 'india', 'singapore', 'judgeship', 'courttreasury', 'bond', 'euro', 'debt', 'auctionrefinery', 'exxon', 'hurricane', 'gasoline', 'forecastrefinery', 'hurricane', 'gulf', 'hurricanegasoline', 'petroleumyen', 'yamamoto', 'shinzo', 'kyodo', 'yenstrategistsrefinery', 'oil', 'petroleum', 'barrel', 'demandstock', 'nasdaq', 'selloff', 'surge', 'markethensoldt', 'kkr', 'market', 'stock', 'investortiffany', 'takeover', 'vuitton', 'merger', 'luxuryswedbank', 'banking', 'bank', 'branch', 'svenskafashion', 'celebrity', 'boutique', 'burberry', 'viewingpandemic', 'airline', 'coronavirus', 'covid', 'iata']","['hurricane', 'judicial', 'india', 'singapore']","['hurricane', 'judicial', 'india', 'singapore', 'judgeship']"
179,TTM,Tata Motors Ltd Tata Motors Limited,tata,"['judicial', 'india', 'singapore', 'judgeship', 'courtadani', 'gvk', 'airport', 'coronavirus', 'marketlawsuit', 'vuitton', 'lvmh', 'hong', 'tiffany']","['judicial', 'india', 'singapore', 'judgeship']","['judicial', 'india', 'singapore', 'judgeship', 'courtadani']"
180,PHI,PLDT Inc,pldt,"['asean', 'asia', 'singapore', 'sector', 'technology']","['asean', 'asia', 'singapore', 'sector']","['asean', 'asia', 'singapore', 'sector', 'technology']"
181,ABBV,AbbVie Inc,abbvie,"['sanofi', 'pharma', 'pharmaceutical', 'biotech', 'principiapharmaceutical', 'partnership', 'lemzoparlimab', 'acquisition', 'antibody']","['sanofi', 'pharma', 'pharmaceutical', 'biotech']","['sanofi', 'pharma', 'pharmaceutical', 'biotech', 'principiapharmaceutical']"
182,GILD,Gilead Sciences Inc,gilead,"['sanofi', 'pharma', 'pharmaceutical', 'biotech', 'principiapharmaceutical', 'partnership', 'lemzoparlimab', 'acquisition', 'antibodylibyan', 'libya', 'tripoli', 'haftar', 'blockadegilead', 'fda', 'immunotherapy', 'pharmaceutical', 'pharmakiwibank', 'kiwi', 'currency', 'zealand', 'easingceo', 'greenhouse', 'sustainability', 'environmentally', 'activistnomura', 'hsbc', 'dubai', 'emirate', 'bankinggambia', 'tourism', 'pandemic', 'covid', 'visitorvaccine', 'vaccination', 'vaccinated', 'injection', 'efficacy']","['pharmaceutical', 'sanofi', 'pharma', 'biotech']","['pharmaceutical', 'sanofi', 'pharma', 'biotech', 'principiapharmaceutical']"
183,REV,Revlon Inc,revlon,"['citibank', 'bank', 'financial', 'citigroup', 'loancitibank', 'citigroup', 'repayment', 'lawsuit', 'repaycitibank', 'citigroup', 'lawsuit', 'sued', 'suing']","['citigroup', 'lawsuit', 'citibank', 'bank']","['citigroup', 'lawsuit', 'citibank', 'bank', 'financial']"
184,RIDE,Lordstown Motors Corp,lordstown motors,"['gm', 'stock', 'tesla', 'earnings', 'automaker']","['gm', 'stock', 'tesla', 'earnings']","['gm', 'stock', 'tesla', 'earnings', 'automaker']"
185,NVDA,NVIDIA Corporation,nvidia,"['stock', 'stocksthe', 'goldman', 'dow', 'nysestock', 'stocksthe', 'optimism', 'treasury', 'pandemicgilead', 'fda', 'immunotherapy', 'pharmaceutical', 'pharmaearnings', 'retailer', 'market', 'shop', 'primark']","['stocksthe', 'stock', 'goldman', 'dow']","['stocksthe', 'stock', 'goldman', 'dow', 'nysestock']"
186,HD,Home Depot Inc,home depot,"['stock', 'stocksthe', 'goldman', 'dow', 'nysestock', 'stocksthe', 'optimism', 'treasury', 'pandemic']","['stocksthe', 'stock', 'goldman', 'dow']","['stocksthe', 'stock', 'goldman', 'dow', 'nysestock']"
187,LPLA,LPL Financial Holdings Inc,lpl financial,"['stock', 'stocksthe', 'goldman', 'dow', 'nyse']","['stock', 'stocksthe', 'goldman', 'dow']","['stock', 'stocksthe', 'goldman', 'dow', 'nyse']"
188,AEL,American Equity Investment Life Holding Company,american equity,"['stock', 'stocksthe', 'goldman', 'dow', 'nyse']","['stock', 'stocksthe', 'goldman', 'dow']","['stock', 'stocksthe', 'goldman', 'dow', 'nyse']"
189,TM,Toyota Motor Corporation,toyota,"['carmaker', 'volvo', 'automaker', 'daimler', 'carmakinghydrogen', 'pollution', 'fuel', 'renewable', 'paris']","['carmaker', 'volvo', 'automaker', 'daimler']","['carmaker', 'volvo', 'automaker', 'daimler', 'carmakinghydrogen']"
190,GRAB,Grab Holdings Limited Class A Ordinary Shares,grab holdings,"['chartered', 'banking', 'ubank', 'bank', 'singaporemastercard', 'bankcard', 'fintech', 'fintechs', 'bankshareholder', 'takeover', 'gmbh', 'investor', 'koch']","['chartered', 'banking', 'ubank', 'bank']","['chartered', 'banking', 'ubank', 'bank', 'singaporemastercard']"
191,AMAT,Applied Materials Inc,applied materials,"['huawei', 'g', 'beijing', 'xiaomi', 'telecom']","['huawei', 'g', 'beijing', 'xiaomi']","['huawei', 'g', 'beijing', 'xiaomi', 'telecom']"
